AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,DISPLAY_AIRPORT_CITY_NAME_FULL,AIRPORT_COUNTRY_NAME,AIRPORT_STATE_NAME,DISPLAY_CITY_MARKET_NAME_FULL,LATITUDE,LONGITUDE,Unnamed: 9
11837,GA2,West Georgia Regional - O V Gray Field,"Carrollton, GA",United States,Georgia,"Carrollton, GA",33.63166667,-85.15222222,
11838,GA3,Newnan Coweta County,"Atlanta, GA",United States,Georgia,"Atlanta, GA (Metropolitan Area)",33.31166667,-84.76972222,
11840,GAD,Gadsen Municipal,"Gadsden, AL",United States,Alabama,"Gadsden, AL",33.97361111,-86.08722222,
11840,GAD,Northeast Alabama Regional,"Gadsden, AL",United States,Alabama,"Gadsden, AL",33.97277778,-86.08916667,
11842,GAI,Montgomery County Airpark,"Gaithersburg, MD",United States,Maryland,"Gaithersburg, MD",39.16833333,-77.16611111,
11844,GAL,Galena Airport,"Galena, AK",United States,Alaska,"Galena, AK",64.73638889,-156.93166667,
11844,GAL,Edward G. Pitka Sr.,"Galena, AK",United States,Alaska,"Galena, AK",64.73611111,-156.9375,
11844,GAL,Edward G. Pitka Sr.,"Galena, AK",United States,Alaska,"Galena, AK",64.73611111,-156.935,
11845,GAM,Gambell Airport,"Gambell, AK",United States,Alaska,"Gambell, AK",63.76666667,-171.7375,
11845,GAM,Gambell Airport,"Gambell, AK",United States,Alaska,"Gambell, AK",63.76666667,-171.73277778,
11855,GBA,Goose Bay AAF,"Goose Bay, AK",United States,Alaska,"Goose Bay, AK",61.395,-149.84166667,
11856,GBD,Great Bend Municipal,"Great Bend, KS",United States,Kansas,"Great Bend, KS",38.34722222,-98.86416667,
11856,GBD,Great Bend Municipal,"Great Bend, KS",United States,Kansas,"Great Bend, KS",38.34416667,-98.85916667,
11858,GBG,Galesburg Municipal,"Galesburg, IL",United States,Illinois,"Galesburg, IL",40.93861111,-90.42888889,
11858,GBG,Galesburg Municipal,"Galesburg, IL",United States,Illinois,"Galesburg, IL",40.93805556,-90.43111111,
11859,GBH,Galbraith Lake Airport,"Galbraith Lake, AK",United States,Alaska,"Galbraith Lake, AK",68.47916667,-149.49,
11859,GBH,Galbraith Lake Airport,"Galbraith Lake, AK",United States,Alaska,"Galbraith Lake, AK",68.47972222,-149.49,
11862,GBR,Great Barrington Airport,"Great Barrington, MA",United States,Massachusetts,"Great Barrington, MA",42.18444444,-73.40416667,
11862,GBR,Walter J. Koladza,"Great Barrington, MA",United States,Massachusetts,"Great Barrington, MA",42.18416667,-73.40333333,
11865,GCC,Gillette Campbell County,"Gillette, WY",United States,Wyoming,"Gillette, WY",44.35138889,-105.525,
11865,GCC,Gillette Campbell County,"Gillette, WY",United States,Wyoming,"Gillette, WY",44.34888889,-105.53944444,
11867,GCK,Garden City Municipal,"Garden City, KS",United States,Kansas,"Garden City, KS",37.92861111,-100.72972222,
11867,GCK,Garden City Regional,"Garden City, KS",United States,Kansas,"Garden City, KS",37.92861111,-100.72972222,
11867,GCK,Garden City Regional,"Garden City, KS",United States,Kansas,"Garden City, KS",37.9275,-100.72444444,
11869,GCN,Grand Canyon National Park,"Grand Canyon, AZ",United States,Arizona,"Grand Canyon, AZ",35.95194444,-112.1475,
11869,GCN,Grand Canyon National Park,"Grand Canyon, AZ",United States,Arizona,"Grand Canyon, AZ",35.95222222,-112.14694444,
11870,GCY,Municipal,"Greeneville, TN",United States,Tennessee,"Greeneville, TN",36.19138889,-82.81666667,
11871,GDC,Donaldson Center,"Greenville, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.75833333,-82.37666667,
11871,GDC,Donaldson Center,"Greenville, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.75833333,-82.37638889,
11871,GDC,Donaldson Field,"Greenville, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.75833333,-82.37638889,
11871,GDC,Donaldson Center,"Greenville, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.75833333,-82.37638889,
11871,GDC,Donaldson Field,"Greenville, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.75833333,-82.37638889,
11873,GDH,Golden Horn Lodge Seaplane Base,"Golden Horn Lodge, AK",United States,Alaska,"Golden Horn Lodge, AK",59.74694444,-158.87472222,
11875,GDM,Gardner Municipal,"Gardner, MA",United States,Massachusetts,"Gardner, MA",42.54972222,-72.01638889,
11875,GDM,Gardner Municipal,"Gardner, MA",United States,Massachusetts,"Gardner, MA",42.55,-72.01611111,
11879,GDV,Dawson Community,"Glendive, MT",United States,Montana,"Glendive, MT",47.13888889,-104.80694444,
11879,GDV,Dawson Community,"Glendive, MT",United States,Montana,"Glendive, MT",47.13861111,-104.80722222,
11880,GDW,Gladwin Zettel Memorial,"Gladwin, MI",United States,Michigan,"Gladwin, MI",43.96861111,-84.47388889,
11880,GDW,Gladwin Zettel Memorial,"Gladwin, MI",United States,Michigan,"Gladwin, MI",43.97055556,-84.475,
11883,GED,Sussex County,"Georgetown, DE",United States,Delaware,"Georgetown, DE",38.68916667,-75.35888889,
11883,GED,Delaware Coastal,"Georgetown, DE",United States,Delaware,"Georgetown, DE",38.68916667,-75.35888889,
11883,GED,Delaware Coastal,"Georgetown, DE",United States,Delaware,"Georgetown, DE",38.6875,-75.35944444,
11883,GED,Sussex County,"Georgetown, DE",United States,Delaware,"Georgetown, DE",38.68916667,-75.35888889,
11883,GED,Delaware Coastal,"Georgetown, DE",United States,Delaware,"Georgetown, DE",38.68777778,-75.35944444,
11884,GEG,Spokane International,"Spokane, WA",United States,Washington,"Spokane, WA",47.62,-117.53277778,
11884,GEG,Spokane International,"Spokane, WA",United States,Washington,"Spokane, WA",47.61916667,-117.53527778,
11885,GEK,Ganes Creek Airport,"Ganes Creek, AK",United States,Alaska,"Ganes Creek, AK",62.97555556,-156.51333333,
11893,GEY,South Big Horn County,"Greybull, WY",United States,Wyoming,"Greybull, WY",44.51333333,-108.07777778,
11893,GEY,South Big Horn County,"Greybull, WY",United States,Wyoming,"Greybull, WY",44.51694444,-108.08277778,
11893,GEY,South Big Horn County,"Greybull, WY",United States,Wyoming,"Greybull, WY",44.51805556,-108.08305556,
11893,GEY,South Big Horn County,"Greybull, WY",United States,Wyoming,"Greybull, WY",44.51694444,-108.08277778,
11893,GEY,South Big Horn County,"Greybull, WY",United States,Wyoming,"Greybull, WY",44.51805556,-108.08305556,
11894,GEZ,Shelbyville Municipal,"Shelbyville, IN",United States,Indiana,"Shelbyville, IN",39.58305556,-85.80472222,
11894,GEZ,Shelbyville Municipal,"Shelbyville, IN",United States,Indiana,"Shelbyville, IN",39.58305556,-85.80472222,
11895,GFA,Malmstrom AFB Heliport,"Great Falls, MT",United States,Montana,"Great Falls, MT",47.505,-111.18722222,
11895,GFA,Malmstrom AFB Heliport,"Great Falls, MT",United States,Montana,"Great Falls, MT",47.50472222,-111.18722222,
11896,GFB,Togiak Fish Airport,"Togiak Fish, AK",United States,Alaska,"Togiak Fish, AK",59.05,-160.28333333,
11898,GFK,Grand Forks International,"Grand Forks, ND",United States,North Dakota,"Grand Forks, ND",47.95194444,-97.17861111,
11898,GFK,Grand Forks International,"Grand Forks, ND",United States,North Dakota,"Grand Forks, ND",47.94722222,-97.17388889,
11899,GFL,Warren County,"Glens Falls, NY",United States,New York,"Glens Falls, NY",43.34444444,-73.60916667,
11899,GFL,Floyd Bennett Memorial,"Glens Falls, NY",United States,New York,"Glens Falls, NY",43.34111111,-73.61027778,
11904,GGE,Georgetown County,"Georgetown, SC",United States,South Carolina,"Georgetown, SC",33.31194444,-79.31805556,
11904,GGE,Georgetown County,"Georgetown, SC",United States,South Carolina,"Georgetown, SC",33.31138889,-79.32027778,
11905,GGG,East Texas Regional,"Longview, TX",United States,Texas,"Longview, TX",32.38666667,-94.71527778,
11905,GGG,East Texas Regional,"Longview, TX",United States,Texas,"Longview, TX",32.38388889,-94.71138889,
11908,GGW,Wokal Field/Glasgow International,"Glasgow, MT",United States,Montana,"Glasgow, MT",48.21277778,-106.61555556,
11908,GGW,Wokal Field/Glasgow International,"Glasgow, MT",United States,Montana,"Glasgow, MT",48.2125,-106.61472222,
11908,GGW,Wokal Field Glasgow Valley County,"Glasgow, MT",United States,Montana,"Glasgow, MT",48.2125,-106.61472222,
11921,GJT,Walker Field,"Grand Junction, CO",United States,Colorado,"Grand Junction, CO",39.11861111,-108.51388889,
11921,GJT,Grand Junction Regional,"Grand Junction, CO",United States,Colorado,"Grand Junction, CO",39.1225,-108.52666667,
11924,GKN,Gulkana Airport,"Gulkana, AK",United States,Alaska,"Gulkana, AK",62.15527778,-145.45222222,
11924,GKN,Gulkana Airport,"Gulkana, AK",United States,Alaska,"Gulkana, AK",62.155,-145.45444444,
11929,GLD,Renner Field,"Goodland, KS",United States,Kansas,"Goodland, KS",39.37027778,-101.69944444,
11929,GLD,Renner Field,"Goodland, KS",United States,Kansas,"Goodland, KS",39.37055556,-101.69888889,
11931,GLH,Greenville Municipal,"Greenville, MS",United States,Mississippi,"Greenville, MS",33.48444444,-90.985,
11931,GLH,Mid Delta Regional,"Greenville, MS",United States,Mississippi,"Greenville, MS",33.48277778,-90.98555556,
11931,GLH,Greenville Mid Delta,"Greenville, MS",United States,Mississippi,"Greenville, MS",33.48277778,-90.98555556,
11931,GLH,Mid Delta Regional,"Greenville, MS",United States,Mississippi,"Greenville, MS",33.48277778,-90.98555556,
11931,GLH,Greenville Mid Delta,"Greenville, MS",United States,Mississippi,"Greenville, MS",33.48277778,-90.98555556,
11937,GLQ,Glennallen Airport,"Glennallen, AK",United States,Alaska,"Glennallen, AK",62.11861111,-145.55,
11938,GLR,Gaylord Regional,"Gaylord, MI",United States,Michigan,"Gaylord, MI",45.01444444,-84.69944444,
11938,GLR,Gaylord Regional,"Gaylord, MI",United States,Michigan,"Gaylord, MI",45.01305556,-84.70333333,
11939,GLS,Scholes Field,"Galveston, TX",United States,Texas,"Galveston, TX",29.2675,-94.86027778,
11939,GLS,Scholes International at Galveston,"Galveston, TX",United States,Texas,"Galveston, TX",29.26527778,-94.86055556,
11941,GLV,Golovin Airport,"Golovin, AK",United States,Alaska,"Golovin, AK",64.54416667,-163.0375,
11941,GLV,Golovin Airport,"Golovin, AK",United States,Alaska,"Golovin, AK",64.55055556,-163.00722222,
11942,GLW,Glasgow Municipal,"Glasgow, KY",United States,Kentucky,"Glasgow, KY",37.03166667,-85.95361111,
11946,GMT,Granite Mountain AFS,"Granite Mountain, AK",United States,Alaska,"Granite Mountain, AK",65.40555556,-161.2775,
11946,GMT,Granite Mountain AS,"Granite Mountain, AK",United States,Alaska,"Granite Mountain, AK",65.40222222,-161.28138889,
11947,GMU,Greenville Downtown,"Greenville, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.84777778,-82.35027778,
11947,GMU,Greenville Downtown,"Greenville, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.84805556,-82.35,
11952,GNU,Goodnews,"Goodnews Bay, AK",United States,Alaska,"Goodnews Bay, AK",59.1125,-161.58055556,
11952,GNU,Goodnews,"Goodnews Bay, AK",United States,Alaska,"Goodnews Bay, AK",59.1175,-161.5775,
11952,GNU,Goodnews,"Goodnews Bay, AK",United States,Alaska,"Goodnews Bay, AK",59.11777778,-161.57361111,
11952,GNU,Goodnews,"Goodnews Bay, AK",United States,Alaska,"Goodnews Bay, AK",59.1175,-161.5775,
11952,GNU,Goodnews,"Goodnews Bay, AK",United States,Alaska,"Goodnews Bay, AK",59.11777778,-161.57361111,
11953,GNV,Gainesville Regional,"Gainesville, FL",United States,Florida,"Gainesville, FL",29.68972222,-82.27583333,
11953,GNV,Gainesville Regional,"Gainesville, FL",United States,Florida,"Gainesville, FL",29.69,-82.27166667,
11959,GOL,Gold Beach Municipal,"Gold Beach, OR",United States,Oregon,"Gold Beach, OR",42.41361111,-124.42305556,
11959,GOL,Gold Beach Municipal,"Gold Beach, OR",United States,Oregon,"Gold Beach, OR",42.41527778,-124.425,
11961,GON,Trumbull,"New London/Groton, CT",United States,Connecticut,"New London/Groton, CT",41.32888889,-72.04638889,
11961,GON,Groton-New London,"New London/Groton, CT",United States,Connecticut,"New London/Groton, CT",41.33,-72.04527778,
11971,GPM,Grand Prairie Municipal,"Grand Prairie, TX",United States,Texas,"Grand Prairie, TX",32.69833333,-97.04666667,
11971,GPM,Grand Prairie Municipal,"Grand Prairie, TX",United States,Texas,"Grand Prairie, TX",32.69888889,-97.04694444,
11973,GPT,Gulfport-Biloxi International,"Gulfport/Biloxi, MS",United States,Mississippi,"Gulfport/Biloxi, MS",30.40611111,-89.07027778,
11973,GPT,Gulfport-Biloxi International,"Gulfport/Biloxi, MS",United States,Mississippi,"Gulfport/Biloxi, MS",30.40722222,-89.07,
11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,"Grand Rapids, MN",United States,Minnesota,"Grand Rapids, MN",47.21444444,-93.51111111,
11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,"Grand Rapids, MN",United States,Minnesota,"Grand Rapids, MN",47.20916667,-93.51,
11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,"Grand Rapids, MN",United States,Minnesota,"Grand Rapids, MN",47.21027778,-93.51,
11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,"Grand Rapids, MN",United States,Minnesota,"Grand Rapids, MN",47.20916667,-93.51,
11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,"Grand Rapids, MN",United States,Minnesota,"Grand Rapids, MN",47.21027778,-93.51,
11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,"Grand Rapids, MN",United States,Minnesota,"Grand Rapids, MN",47.21,-93.51,
11974,GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,"Grand Rapids, MN",United States,Minnesota,"Grand Rapids, MN",47.20916667,-93.51,
11975,GQQ,Horning,"Galion, OH",United States,Ohio,"Galion, OH",40.73666667,-82.75722222,
11975,GQQ,Horning,"Galion, OH",United States,Ohio,"Galion, OH",40.73611111,-82.75277778,
11977,GRB,Austin Straubel International,"Green Bay, WI",United States,Wisconsin,"Green Bay, WI",44.48805556,-88.13055556,
11977,GRB,Austin Straubel International,"Green Bay, WI",United States,Wisconsin,"Green Bay, WI",44.48472222,-88.12972222,
11977,GRB,Green Bay Austin Straubel International,"Green Bay, WI",United States,Wisconsin,"Green Bay, WI",44.48472222,-88.12972222,
11977,GRB,Austin Straubel International,"Green Bay, WI",United States,Wisconsin,"Green Bay, WI",44.48472222,-88.12972222,
11977,GRB,Green Bay Austin Straubel International,"Green Bay, WI",United States,Wisconsin,"Green Bay, WI",44.48472222,-88.12972222,
11978,GRD,Greenwood County,"Greenwood, SC",United States,South Carolina,"Greenwood, SC",34.25138889,-82.15833333,
11978,GRD,Greenwood County,"Greenwood, SC",United States,South Carolina,"Greenwood, SC",34.24861111,-82.15916667,
11978,GRD,Greenwood County,"Greenwood, SC",United States,South Carolina,"Greenwood, SC",34.25027778,-82.15777778,
11979,GRF,Gray AAF,"Tacoma, WA",United States,Washington,"Tacoma, WA",47.08333333,-122.57916667,
11979,GRF,Gray AAF,"Tacoma, WA",United States,Washington,"Tacoma, WA",47.07916667,-122.58083333,
11980,GRI,Grand Island Air Park,"Grand Island, NE",United States,Nebraska,"Grand Island, NE",40.96722222,-98.30666667,
11980,GRI,Central Nebraska Regional,"Grand Island, NE",United States,Nebraska,"Grand Island, NE",40.9675,-98.30972222,
11982,GRK,Robert Gray AAF,"Killeen, TX",United States,Texas,"Killeen, TX",31.06472222,-97.8275,
11982,GRK,Robert Gray AAF,"Killeen, TX",United States,Texas,"Killeen, TX",31.06722222,-97.82888889,
11986,GRR,Kent County,"Grand Rapids, MI",United States,Michigan,"Grand Rapids, MI",42.88111111,-85.52416667,
11986,GRR,Gerald R. Ford International,"Grand Rapids, MI",United States,Michigan,"Grand Rapids, MI",42.88111111,-85.52416667,
11986,GRR,Gerald R. Ford International,"Grand Rapids, MI",United States,Michigan,"Grand Rapids, MI",42.88083333,-85.52277778,
11992,GSB,Seymour Johnson AFB,"Goldsboro, NC",United States,North Carolina,"Goldsboro, NC",35.33972222,-77.96,
11992,GSB,Seymour Johnson AFB,"Goldsboro, NC",United States,North Carolina,"Goldsboro, NC",35.33944444,-77.96055556,
11994,GSH,Goshen Municipal,"Goshen, IN",United States,Indiana,"Goshen, IN",41.52722222,-85.79222222,
11994,GSH,Goshen Municipal,"Goshen, IN",United States,Indiana,"Goshen, IN",41.52722222,-85.79222222,
11994,GSH,Goshen Municipal,"Goshen, IN",United States,Indiana,"Goshen, IN",41.52638889,-85.79416667,
11995,GSO,Piedmont Triad International,"Greensboro/High Point, NC",United States,North Carolina,"Greensboro/High Point, NC",36.09194444,-79.94277778,
11995,GSO,Piedmont Triad International,"Greensboro/High Point, NC",United States,North Carolina,"Greensboro/High Point, NC",36.10138889,-79.94111111,
11996,GSP,Greenville-Spartanburg,"Greer, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.89888889,-82.21388889,
11996,GSP,Greenville-Spartanburg International,"Greer, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.89888889,-82.21388889,
11996,GSP,Greenville-Spartanburg International,"Greer, SC",United States,South Carolina,"Greenville/Spartanburg, SC",34.89555556,-82.21888889,
11997,GST,Gustavus Airport,"Gustavus, AK",United States,Alaska,"Gustavus, AK",58.4275,-135.705,
11997,GST,Gustavus Airport,"Gustavus, AK",United States,Alaska,"Gustavus, AK",58.42527778,-135.7075,
11999,GSW,Greater Southwest International,"Dallas/Fort Worth, TX",United States,Texas,"Dallas/Fort Worth, TX",32.8275,-97.04527778,
12003,GTF,Great Falls International,"Great Falls, MT",United States,Montana,"Great Falls, MT",47.48555556,-111.36694444,
12003,GTF,Great Falls International,"Great Falls, MT",United States,Montana,"Great Falls, MT",47.48277778,-111.37055556,
12003,GTF,Great Falls International,"Great Falls, MT",United States,Montana,"Great Falls, MT",47.48222222,-111.37027778,
12003,GTF,Great Falls International,"Great Falls, MT",United States,Montana,"Great Falls, MT",47.48277778,-111.37055556,
12003,GTF,Great Falls International,"Great Falls, MT",United States,Montana,"Great Falls, MT",47.48222222,-111.37027778,
12007,GTR,Golden Triangle Regional,"Columbus, MS",United States,Mississippi,"Columbus, MS",33.45027778,-88.59138889,
12007,GTR,Golden Triangle Regional,"Columbus, MS",United States,Mississippi,"Columbus, MS",33.44833333,-88.59138889,
12007,GTR,Golden Triangle Regional,"Columbus, MS",United States,Mississippi,"Columbus, MS",33.45027778,-88.59138889,
12007,GTR,Golden Triangle Regional,"Columbus, MS",United States,Mississippi,"Columbus, MS",33.44833333,-88.59138889,
12008,GTU,Georgetown Municipal,"Georgetown, TX",United States,Texas,"Georgetown, TX",30.67888889,-97.67944444,
12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States,Colorado,"Gunnison, CO",38.53388889,-106.93888889,
12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States,Colorado,"Gunnison, CO",38.53388889,-106.93305556,
12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States,Colorado,"Gunnison, CO",38.53444444,-106.93166667,
12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States,Colorado,"Gunnison, CO",38.53388889,-106.93305556,
12012,GUC,Gunnison-Crested Butte Regional,"Gunnison, CO",United States,Colorado,"Gunnison, CO",38.53444444,-106.93166667,
12016,GUM,Guam International,"Guam, TT",United States,U.S. Pacific Trust Territories and Possessions,"Guam, TT",13.48388889,144.79722222,
12018,GUP,Gallup Municipal,"Gallup, NM",United States,New Mexico,"Gallup, NM",35.51111111,-108.78666667,
12018,GUP,Gallup Municipal,"Gallup, NM",United States,New Mexico,"Gallup, NM",35.51111111,-108.78944444,
12021,GUS,Grissom ARB,"Peru, IN",United States,Indiana,"Peru, IN",40.64805556,-86.15222222,
12021,GUS,Grissom ARB,"Peru, IN",United States,Indiana,"Peru, IN",40.64805556,-86.15222222,
12024,GUY,Guymon Municipal,"Guymon, OK",United States,Oklahoma,"Guymon, OK",36.68027778,-101.50777778,
12024,GUY,Guymon Municipal,"Guymon, OK",United States,Oklahoma,"Guymon, OK",36.685,-101.50777778,
12024,GUY,Guymon Municipal,"Guymon, OK",United States,Oklahoma,"Guymon, OK",36.68416667,-101.50694444,
12027,GVE,Gordonsville Municipal,"Gordonville, VA",United States,Virginia,"Gordonville, VA",38.15611111,-78.16527778,
12027,GVE,Gordonsville Municipal,"Gordonville, VA",United States,Virginia,"Gordonville, VA",38.15611111,-78.16583333,
12028,GVL,Gainesville Municipal,"Gainesville, GA",United States,Georgia,"Gainesville, GA",34.27305556,-83.82916667,
12028,GVL,Lee Gilmer Memorial,"Gainesville, GA",United States,Georgia,"Gainesville, GA",34.2725,-83.83027778,
12029,GVQ,Genesee County,"Batavia, NY",United States,New York,"Batavia, NY",43.03166667,-78.16972222,
12031,GVT,Majors,"Greenville, TX",United States,Texas,"Greenville, TX",33.06777778,-96.06527778,
12032,GVW,Richards/Gebaur AFB,"Grandview, MO",United States,Missouri,"Grandview, MO",38.85083333,-94.55833333,
12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States,Mississippi,"Greenwood, MS",33.495,-90.08888889,
12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States,Mississippi,"Greenwood, MS",33.49444444,-90.08472222,
12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States,Mississippi,"Greenwood, MS",33.49611111,-90.09083333,
12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States,Mississippi,"Greenwood, MS",33.49416667,-90.08472222,
12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States,Mississippi,"Greenwood, MS",33.49444444,-90.08666667,
12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States,Mississippi,"Greenwood, MS",33.49333333,-90.08666667,
12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States,Mississippi,"Greenwood, MS",33.49444444,-90.08472222,
12039,GWO,Greenwood/Leflore,"Greenwood, MS",United States,Mississippi,"Greenwood, MS",33.49333333,-90.08666667,
12040,GWI,Gwinner Municipal,"Gwinner, ND",United States,North Dakota,"Gwinner, ND",46.21944444,-97.64416667,
12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",United States,North Dakota,"Gwinner, ND",46.21861111,-97.64333333,
12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",United States,North Dakota,"Gwinner, ND",46.21833333,-97.64333333,
12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",United States,North Dakota,"Gwinner, ND",46.21861111,-97.64333333,
12040,GWR,Gwinner-Roger Melroe Field,"Gwinner, ND",United States,North Dakota,"Gwinner, ND",46.21833333,-97.64333333,
12041,GWS,Glenwood Springs Municipal,"Glenwood Springs, CO",United States,Colorado,"Glenwood Springs, CO",39.50833333,-107.31138889,
12041,GWS,Glenwood Springs Municipal,"Glenwood Springs, CO",United States,Colorado,"Glenwood Springs, CO",39.50611111,-107.30916667,
12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States,Arizona,"Phoenix, AZ",33.42361111,-112.37416667,
12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States,Arizona,"Phoenix, AZ",33.42361111,-112.37444444,
12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States,Arizona,"Phoenix, AZ",33.42388889,-112.37472222,
12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States,Arizona,"Phoenix, AZ",33.42333333,-112.37527778,
12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States,Arizona,"Phoenix, AZ",33.42388889,-112.37472222,
12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States,Arizona,"Phoenix, AZ",33.42333333,-112.37527778,
12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States,Arizona,"Phoenix, AZ",33.42361111,-112.37444444,
12054,GYR,Phoenix Goodyear,"Goodyear, AZ",United States,Arizona,"Phoenix, AZ",33.42333333,-112.37527778,
12055,GYY,Gary/Chicago International,"Gary, IN",United States,Indiana,"Chicago, IL",41.61805556,-87.41555556,
12055,GYY,Gary/Chicago International,"Gary, IN",United States,Indiana,"Chicago, IL",41.61638889,-87.41277778,
12055,GYY,Gary/Chicago International,"Gary, IN",United States,Indiana,"Chicago, IL",41.61722222,-87.41444444,
12055,GYY,Gary/Chicago International,"Gary, IN",United States,Indiana,"Chicago, IL",41.61638889,-87.41277778,
12055,GYY,Gary/Chicago International,"Gary, IN",United States,Indiana,"Chicago, IL",41.61722222,-87.41444444,
12058,HAB,Marion County,"Hamilton, AL",United States,Alabama,"Hamilton, AL",34.12916667,-87.99444444,
12061,HAE,Havasupai Airport,"Havasupai, AZ",United States,Arizona,"Havasupai, AZ",36.21666667,-112.66666667,
12062,HAF,Half Moon Bay Airport,"Half Moon Bay, CA",United States,California,"Half Moon Bay, CA",37.50416667,-122.5,
12062,HAF,Half Moon Bay Airport,"Half Moon Bay, CA",United States,California,"Half Moon Bay, CA",37.51333333,-122.50111111,
12068,HAO,Hamilton/Fairfield,"Hamilton, OH",United States,Ohio,"Hamilton, OH",39.36444444,-84.52472222,
12068,HAO,Butler County Regional,"Hamilton, OH",United States,Ohio,"Hamilton, OH",39.36388889,-84.52194444,
12068,HAO,Butler County Regional Hogan Field,"Hamilton, OH",United States,Ohio,"Hamilton, OH",39.36388889,-84.52194444,
12068,HAO,Butler County Regional,"Hamilton, OH",United States,Ohio,"Hamilton, OH",39.36388889,-84.52194444,
12068,HAO,Butler County Regional Hogan Field,"Hamilton, OH",United States,Ohio,"Hamilton, OH",39.36388889,-84.52194444,
12070,HAR,Capital City,"Harrisburg, PA",United States,Pennsylvania,"Harrisburg, PA",40.21611111,-76.85222222,
12070,HAR,Capital City,"Harrisburg, PA",United States,Pennsylvania,"Harrisburg, PA",40.2175,-76.85027778,
12070,HAR,Capital City,"Harrisburg, PA",United States,Pennsylvania,"Harrisburg, PA",40.21722222,-76.85138889,
12070,HAR,Capital City,"Harrisburg, PA",United States,Pennsylvania,"Harrisburg, PA",40.2175,-76.85027778,
12070,HAR,Capital City,"Harrisburg, PA",United States,Pennsylvania,"Harrisburg, PA",40.21722222,-76.85138889,
12074,HAY,Haycock Airport,"Haycock, AK",United States,Alaska,"Haycock, AK",65.20277778,-161.15277778,
12076,HBC,Hanus Bay Airport,"Hanus Bay, AK",United States,Alaska,"Hanus Bay, AK",57.41666667,-135.03333333,
12078,HBG,Hattiesburg Municipal,"Hattiesburg, MS",United States,Mississippi,"Hattiesburg/Laurel, MS",31.26694444,-89.255,
12078,HBG,Hattiesburg Bobby L. Chain Municipal,"Hattiesburg, MS",United States,Mississippi,"Hattiesburg/Laurel, MS",31.265,-89.25277778,
12079,HBH,Hobart Bay Airport,"Hobart Bay, AK",United States,Alaska,"Hobart Bay, AK",57.4,-133.46666667,
12083,HBV,Jim Hogg County,"Hebbronville, TX",United States,Texas,"Hebbronville, TX",27.34944444,-98.73694444,
12084,HBY,Hood Bay Airport,"Hood Bay, AK",United States,Alaska,"Hood Bay, AK",57.38194444,-134.39527778,
12085,HCA,Howard County,"Big Spring, TX",United States,Texas,"Big Spring, TX",32.30361111,-101.43388889,
12086,HCB,Shoal Cove Airport,"Shoal Cove, AK",United States,Alaska,"Shoal Cove, AK",55.45,-131.28333333,
12087,HCR,Holy Cross Airport,"Holy Cross, AK",United States,Alaska,"Holy Cross, AK",62.18888889,-159.77166667,
12087,HCR,Holy Cross Airport,"Holy Cross, AK",United States,Alaska,"Holy Cross, AK",62.18833333,-159.775,
12088,HDA,Hidden Falls Airport,"Hidden Falls, AK",United States,Alaska,"Hidden Falls, AK",57.21666667,-134.88333333,
12092,HDH,Dillingham AFB,"Mokuleia, HI",United States,Hawaii,"Mokuleia, HI",21.5825,-158.20027778,
